# prefix/ip,country_code,region_code,city,postal
165.220.148.208/29,IT,,Torino,
165.220.148.216/29,CY,,Nicosia,
165.220.148.224/29,ES,,Madrid,
165.220.148.232/29,IT,,Torino,
165.220.148.240/29,DE,,Frankfurt am Main,
165.220.148.248/29,FI,,Helsinki,
165.220.149.0/29,FR,,Paris,
165.220.149.8/29,GB,,Farnborough,
165.220.149.16/29,PL,,Warszawa,
165.220.149.24/29,FR,,Paris,
165.220.149.32/29,DE,,Frankfurt am Main,
165.220.149.40/29,PL,,Warszawa,
165.220.149.48/29,ES,,Madrid,
165.220.149.56/29,DE,,Frankfurt am Main,
165.220.149.64/29,IE,,Dublin,
165.220.149.72/29,ES,,Madrid,
165.220.149.80/29,FR,,Paris,
165.220.149.88/29,GR,,Athina,
165.220.149.96/29,GR,,Athina,
165.220.149.104/29,ES,,Madrid,
165.220.149.112/29,GB,,Farnborough,
165.220.149.120/29,GB,,Farnborough,
165.220.149.128/29,FR,,Paris,
165.220.149.136/29,CY,,Nicosia,
165.220.149.144/29,FR,,Paris,
165.220.149.152/29,PT,,Lisboa,
165.220.150.0/24,ES,,Madrid,
165.220.151.0/26,PT,,Lisboa,
165.220.151.64/26,PT,,Lisboa,
165.220.151.128/27,ES,,Madrid,
165.220.151.160/27,GR,,Athina,
165.220.151.192/28,FR,,Paris,
165.220.151.208/28,FR,,Paris,
165.220.151.224/28,ES,,Madrid,
165.220.151.240/28,NO,,Stavanger,
165.220.152.0/28,PT,,Lisboa,
165.220.152.16/29,IT,,Torino,
165.220.152.24/29,IT,,Torino,
165.220.152.32/29,IT,,Torino,
165.220.152.40/29,GB,,Farnborough,
165.220.153.0/24,IT,,Torino,
165.220.154.0/24,IT,,Torino,
165.220.155.0/24,IT,,Torino,
165.220.156.0/24,IT,,Torino,
165.220.157.0/24,ES,,Madrid,
165.220.158.0/24,IT,,Torino,
165.220.159.0/24,DE,,Frankfurt am Main,
165.220.160.0/24,IT,,Torino,
165.220.161.0/24,FR,,Paris,
165.220.162.0/25,DE,,Frankfurt am Main,
165.220.162.128/25,HR,,Zagreb,
165.220.163.0/25,IT,,Torino,
165.220.163.128/25,IT,,Torino,
165.220.164.0/25,IT,,Torino,
165.220.164.128/26,IE,,Dublin,
165.220.164.192/26,FR,,Paris,
165.220.165.0/26,IT,,Torino,
165.220.165.64/26,IT,,Torino,
165.220.165.128/26,PL,,Warszawa,
165.220.165.192/26,IT,,Torino,
165.220.166.0/26,IT,,Torino,
165.220.166.64/26,IT,,Torino,
165.220.166.128/27,ES,,Madrid,
165.220.166.160/27,IT,,Torino,
165.220.166.192/27,IT,,Torino,
165.220.166.224/27,IT,,Torino,
165.220.167.0/27,ES,,Madrid,
165.220.167.32/28,FR,,Paris,
165.220.167.48/28,IT,,Torino,
165.220.167.64/28,FR,,Paris,
165.220.167.80/28,IT,,Torino,
165.220.167.96/28,ES,,Madrid,
165.220.167.112/28,GR,,Athina,
165.220.167.128/28,GB,,Farnborough,
165.220.167.144/29,GB,,Farnborough,
165.220.167.152/29,DE,,Frankfurt am Main,
165.220.167.160/29,DE,,Frankfurt am Main,
165.220.167.168/29,IT,,Torino,
165.220.167.176/29,PL,,Warszawa,
165.220.167.184/29,GB,,Farnborough,
165.220.167.192/29,GB,,Farnborough,
165.220.167.200/29,IT,,Torino,
165.220.167.208/29,IT,,Torino,
165.220.167.216/29,IT,,Torino,
165.220.167.224/29,IT,,Torino,
165.220.167.232/29,CH,,Lausanne,
165.220.167.240/29,IT,,Torino,
165.220.167.248/29,GB,,Farnborough,
165.220.168.0/29,FR,,Paris,
165.220.168.8/29,ES,,Madrid,
165.220.168.16/29,ES,,Madrid,
165.220.168.24/29,PL,,Warszawa,
165.220.168.32/29,HR,,Zagreb,
165.220.168.40/29,PL,,Warszawa,
165.220.168.48/29,IE,,Dublin,
165.220.168.56/29,IT,,Torino,
165.220.168.64/29,IT,,Torino,
165.220.168.72/29,IE,,Dublin,
165.220.168.80/29,HR,,Zagreb,
165.220.168.88/29,GR,,Athina,
165.220.168.96/29,FR,,Paris,
165.220.168.104/29,DE,,Frankfurt am Main,
165.220.168.112/29,PT,,Lisboa,
165.220.169.0/24,GB,,Farnborough,
165.220.170.0/24,IT,,Torino,
165.220.171.0/24,IT,,Torino,
165.220.172.0/24,GB,,Farnborough,
165.220.173.0/24,GB,,Farnborough,
165.220.174.0/24,IT,,Torino,
165.220.175.0/25,IT,,Torino,
165.220.175.128/25,IT,,Torino,
165.220.176.0/25,IT,,Torino,
165.220.176.128/25,FR,,Paris,
165.220.177.0/26,GB,,Farnborough,
165.220.177.64/26,GB,,Farnborough,
165.220.177.128/26,IE,,Dublin,
165.220.177.192/26,FR,,Paris,
165.220.178.0/26,GB,,Farnborough,
165.220.178.64/26,GR,,Athina,
165.220.178.128/27,GR,,Athina,
165.220.178.160/27,FR,,Paris,
165.220.178.192/27,GB,,Farnborough,
165.220.178.224/27,DE,,Frankfurt am Main,
165.220.179.0/27,PL,,Warszawa,
165.220.179.32/28,IT,,Torino,
165.220.179.48/28,ES,,Madrid,
165.220.179.64/28,NO,,Stavanger,
165.220.179.80/28,ES,,Madrid,
165.220.179.96/28,DE,,Frankfurt am Main,
165.220.179.112/28,GB,,Farnborough,
165.220.179.128/29,IT,,Torino,
165.220.179.136/29,IE,,Dublin,
165.220.179.144/29,IT,,Torino,
165.220.179.152/29,PL,,Warszawa,
165.220.179.160/29,PL,,Warszawa,
165.220.179.168/29,IE,,Dublin,
165.220.179.176/29,FR,,Paris,
165.220.179.184/29,ES,,Madrid,
165.220.179.192/29,PT,,Lisboa,
165.220.180.0/24,IT,,Torino,
165.220.181.0/24,IT,,Torino,
165.220.182.0/24,IT,,Torino,
165.220.183.0/24,IT,,Torino,
165.220.184.0/25,IT,,Torino,
165.220.184.128/25,IT,,Torino,
165.220.185.0/25,IT,,Torino,
165.220.185.128/26,IT,,Torino,
165.220.185.192/26,IT,,Torino,
165.220.186.0/26,IT,,Torino,
165.220.186.64/26,IT,,Torino,
165.220.186.128/27,IT,,Torino,
165.220.186.160/27,IT,,Torino,
165.220.186.192/27,IT,,Torino,
165.220.186.224/27,IT,,Torino,
165.220.187.0/28,IT,,Torino,
165.220.187.16/28,DE,,Frankfurt am Main,
165.220.187.32/28,IT,,Torino,
165.220.187.48/28,IT,,Torino,
165.220.187.64/29,IT,,Torino,
165.220.187.72/29,IT,,Torino,
165.220.187.80/29,IT,,Torino,
165.220.187.88/29,IT,,Torino,
165.220.187.96/29,IT,,Torino,
165.220.187.104/29,IT,,Torino,
165.220.187.112/29,FR,,Paris,
165.220.187.120/29,IT,,Torino,
165.220.187.128/29,PT,,Lisboa,
165.220.188.0/24,ES,,Madrid,
165.220.189.0/24,ES,,Madrid,
165.220.190.0/24,ES,,Madrid,
165.220.191.0/25,ES,,Madrid,
165.220.191.128/28,FR,,Paris,
165.220.191.144/29,IT,,Torino,
165.220.191.152/29,ES,,Madrid,
165.220.191.160/29,IE,,Dublin,
165.220.191.168/29,ES,,Madrid,
165.220.191.176/29,FR,,Paris,
165.220.191.184/29,GB,,Farnborough,
165.220.191.192/29,ES,,Madrid,
165.220.192.0/24,FR,,Paris,
165.220.193.0/24,FR,,Paris,
165.220.194.0/24,FR,,Paris,
165.220.195.0/24,FR,,Paris,
165.220.196.0/24,FR,,Paris,
165.220.197.0/24,FR,,Paris,
165.220.198.0/24,FR,,Paris,
165.220.199.0/24,FR,,Paris,
165.220.200.0/24,FR,,Paris,
165.220.201.0/24,FR,,Paris,
165.220.202.0/24,FR,,Paris,
165.220.203.0/24,FR,,Paris,
165.220.204.0/24,FR,,Paris,
165.220.205.0/24,FR,,Paris,
165.220.206.0/24,FR,,Paris,
165.220.207.0/24,FR,,Paris,
165.220.208.0/24,FR,,Paris,
165.220.209.0/24,FR,,Paris,
165.220.210.0/24,FR,,Paris,
165.220.211.0/24,FR,,Paris,
165.220.212.0/24,FR,,Paris,
165.220.213.0/24,FR,,Paris,
165.220.214.0/24,FR,,Paris,
165.220.215.0/24,FR,,Paris,
165.220.216.0/24,FR,,Paris,
165.220.217.0/24,FR,,Paris,
165.220.218.0/24,FR,,Paris,
165.220.219.0/24,FR,,Paris,
165.220.220.0/24,FR,,Paris,
165.220.221.0/24,FR,,Paris,
165.220.222.0/24,FR,,Paris,
165.220.223.0/24,FR,,Paris,
165.220.224.0/24,FR,,Paris,
165.220.225.0/27,FR,,Paris,
165.220.226.0/24,FR,,Paris,
165.220.227.0/25,FR,,Paris,
165.220.227.128/27,GB,,Farnborough,
165.220.227.160/27,IT,,Torino,
165.220.227.192/28,IT,,Torino,
165.220.227.208/28,GB,,Farnborough,
165.220.227.224/28,ES,,Madrid,
165.220.227.240/29,IE,,Dublin,
165.220.228.0/25,MA,,Marrakech,
165.220.229.0/29,FR,,Paris,
165.220.229.8/29,FR,,Paris,
165.220.229.16/29,IT,,Torino,
165.220.229.24/29,PT,,Lisboa,
165.220.229.32/29,GR,,Athina,
165.220.229.40/29,IE,,Dublin,
165.220.229.48/29,IE,,Dublin,
165.220.230.0/29,FR,,Paris,
165.220.230.8/29,FR,,Paris,
165.220.230.16/29,FR,,Paris,
165.220.230.24/29,HR,,Zagreb,
165.220.230.32/27,AL,,Elbasan,
165.220.230.128/25,IT,,Torino,
165.220.231.0/24,ES,,Madrid,
165.220.232.0/26,IT,,Torino,
165.220.232.64/26,IT,,Torino,
165.220.232.128/26,IT,,Torino,
165.220.232.192/28,ES,,Madrid,
165.220.232.208/28,IT,,Torino,
165.220.232.224/28,GR,,Athina,
165.220.232.240/28,ES,,Madrid,
165.220.233.0/28,ES,,Madrid,
165.220.233.16/28,GB,,Farnborough,
165.220.233.32/28,DE,,Frankfurt am Main,
165.220.233.48/28,FR,,Paris,
165.220.233.64/29,IT,,Torino,
165.220.233.72/29,CY,,Nicosia,
165.220.233.80/29,IT,,Torino,
165.220.233.88/29,IT,,Torino,
165.220.233.96/29,IT,,Torino,
165.220.233.104/29,IT,,Torino,
165.220.233.112/29,PL,,Warszawa,
165.220.233.120/29,IT,,Torino,
165.220.233.128/29,PT,,Lisboa,
165.220.233.136/29,HR,,Zagreb,
165.220.233.144/29,PL,,Warszawa,
165.220.233.152/29,FR,,Paris,
165.220.233.160/29,CY,,Nicosia,
165.220.233.168/29,IT,,Torino,
165.220.233.176/29,IE,,Dublin,
165.220.233.184/29,IT,,Torino,
165.220.233.192/29,GR,,Athina,
165.220.234.0/26,DE,,Frankfurt am Main,
165.220.234.64/26,IT,,Torino,
165.220.235.0/28,LY,,Tripoli,
165.220.235.16/29,PT,,Lisboa,
165.220.235.24/29,PL,,Warszawa,
165.220.235.32/29,GR,,Athina,
165.220.235.40/29,HU,,Budapest,
165.220.235.48/29,NO,,Stavanger,
165.220.235.56/29,IT,,Torino,
165.220.235.64/29,CH,,Lausanne,
165.220.235.72/29,SE,,Stockholm,
165.220.235.80/29,IT,,Torino,
165.220.235.88/29,DE,,Frankfurt am Main,
165.220.235.96/29,HR,,Zagreb,
165.220.235.104/29,GB,,Farnborough,
165.220.235.112/29,ES,,Madrid,
165.220.235.120/29,SK,,Bratislava,
165.220.235.128/29,IT,,Torino,
165.220.235.136/29,IT,,Torino,
165.220.235.144/29,GR,,Athina,
165.220.236.0/28,MA,,Marrakech,
165.220.237.0/24,GB,,Farnborough,
165.220.238.0/29,GB,,Farnborough,
165.220.238.8/29,US,,Carlsbad,
165.220.238.16/28,MY,,Kuala Lumpur,
165.220.238.32/27,GB,,Farnborough,
165.220.238.64/27,TW,,Taipei City,
165.220.238.96/28,SA,,Riyadh,
165.220.238.112/28,LK,,Colombo,
165.220.239.0/26,US,,Carlsbad,
165.220.239.128/25,TW,,Taipei City,
165.220.240.0/24,SK,,Bratislava,
165.220.241.0/24,CZ,,Praha,
165.220.242.0/23,US,,Carlsbad,
165.220.244.0/28,AU,,Southbank,
165.220.244.16/28,AZ,,Baki,
165.220.244.32/28,MA,,Marrakech,
165.220.244.64/29,KR,,Seoul,
165.220.244.72/29,AE,,Dubai,
165.220.244.80/28,CL,,Santiago,
165.220.244.96/28,CA,,St. John's,
165.220.248.0/24,AL,,Elbasan,
165.220.249.0/24,HU,,Budapest,
185.4.192.0/24,IE,,Dublin,
185.15.32.0/24,FR,,Paris,
185.15.33.0/26,ES,,Madrid,
185.15.33.64/26,FR,,Paris,
185.15.33.128/26,FR,,Paris,
185.15.33.192/26,ES,,Madrid,
185.15.34.0/25,FR,,Paris,
185.15.34.128/26,PT,,Lisboa,
185.15.34.192/26,IT,,Torino,
185.15.100.128/29,ES,,Madrid,
185.15.100.136/29,ES,,Madrid,
185.15.100.144/29,ES,,Madrid,
185.15.100.152/30,ES,,Madrid,
185.15.101.0/24,ES,,Madrid,
185.15.102.0/24,ES,,Madrid,
185.15.103.0/24,ES,,Madrid,
185.84.124.0/24,GR,,Athina,
185.84.126.0/24,IT,,Torino,
8.17.107.0/24,US,,Miami,
8.17.109.0/24,US,,Miami,
45.248.143.128/28,US,,Carlsbad,
45.248.143.144/28,AU,,Southbank,
45.248.143.160/28,US,,Carlsbad,
45.248.143.192/28,PG,,Port Moresby National Capital District,
45.248.143.208/28,AE,,Dubai,
45.248.143.224/28,MY,,Kuala Lumpur,
59.90.72.248/29,AE,,Dubai,
67.54.193.32/27,AZ,,Baki,
67.54.193.96/28,SA,,Riyadh,
67.54.193.112/28,LK,,Colombo,
67.54.193.160/28,AU,,Southbank,
67.54.193.176/28,AE,,Dubai,
67.54.193.192/27,CL,,Santiago,
67.54.193.224/28,CA,,St. John's,
70.41.52.0/25,NL,,Amsterdam,
70.41.68.16/29,CA,,St. John's,
70.41.71.0/26,US,,Carlsbad,
70.41.71.64/27,MX,,Miguel Hidalgo - Ciudad de Mexico,
70.41.71.96/27,ES,,Madrid,
70.41.71.128/27,DE,,Frankfurt am Main,
70.41.71.160/27,GB,,Farnborough,
70.41.71.192/27,BR,,Brasilia,
70.41.216.0/27,AZ,,Baki,
70.41.219.64/27,SA,,Riyadh,
70.41.219.96/27,LK,,Colombo,
70.41.219.160/27,AU,,Southbank,
70.41.219.192/27,AE,,Dubai,
70.41.219.224/27,CL,,Santiago,
70.41.223.0/27,AZ,,Baki,
70.41.223.96/27,SA,,Riyadh,
70.41.223.128/27,LK,,Colombo,
70.41.223.192/27,AU,,Southbank,
70.41.223.224/27,AE,,Dubai,
70.41.244.0/27,CL,,Santiago,
70.41.246.64/28,CA,,St. John's,
70.41.247.0/26,US,,Carlsbad,
70.41.247.64/27,MX,,Miguel Hidalgo - Ciudad de Mexico,
70.41.247.96/27,ES,,Madrid,
70.41.247.128/27,DE,,Frankfurt am Main,
70.41.247.160/27,GB,,Farnborough,
70.41.247.192/27,BR,,Brasilia,
75.104.78.0/24,SE,,Stockholm,
75.104.139.0/24,MX,,Miguel Hidalgo - Ciudad de Mexico,
75.104.161.0/24,MX,,Miguel Hidalgo - Ciudad de Mexico,
75.104.163.0/26,US,,Carlsbad,
75.104.163.64/27,MX,,Miguel Hidalgo - Ciudad de Mexico,
75.104.163.96/27,ES,,Madrid,
75.104.163.128/27,DE,,Frankfurt am Main,
75.104.163.160/27,GB,,Farnborough,
75.104.163.192/27,BR,,Brasilia,
75.104.166.0/24,MX,,Miguel Hidalgo - Ciudad de Mexico,
99.198.64.0/24,MX,,Miguel Hidalgo - Ciudad de Mexico,
99.198.65.0/24,MX,,Miguel Hidalgo - Ciudad de Mexico,
99.198.66.0/23,MX,,Miguel Hidalgo - Ciudad de Mexico,
99.198.68.0/22,MX,,Miguel Hidalgo - Ciudad de Mexico,
99.198.72.0/21,BR,,Brasilia,
99.198.80.0/22,BR,,Brasilia,
99.198.84.0/22,BR,,Brasilia,
103.217.100.0/28,MY,,Kuala Lumpur,
103.217.100.16/28,TW,,Taipei City,
103.217.100.32/28,AU,,Southbank,
103.217.100.48/28,TW,,Taipei City,
103.217.100.64/28,GB,,Farnborough,
103.217.100.80/28,US,,Carlsbad,
103.217.100.96/28,US,,Carlsbad,
103.217.100.112/28,AE,,Dubai,
103.217.100.128/27,JP,,Tokyo,
103.217.100.160/28,LK,,Colombo,
165.220.238.96/28,SA,,Riyadh,
165.220.238.112/28,LK,,Colombo,
165.220.244.16/28,AZ,,Baki,
165.220.244.80/28,CL,,Santiago,
165.220.244.96/28,CA,,St. John's,
181.199.212.0/24,BR,,Brasilia,
184.63.92.152/29,AE,,Dubai,
184.63.92.160/29,CL,,Santiago,
184.63.92.168/29,CA,,St. John's,
184.63.95.232/29,LK,,Colombo,
184.63.95.248/29,AU,,Southbank,
184.63.129.200/29,SA,,Riyadh,
184.63.129.240/29,AZ,,Baki,
184.63.129.248/29,LK,,Colombo,
184.63.130.240/29,AZ,,Baki,
184.63.131.0/29,SA,,Riyadh,
184.63.131.8/29,LK,,Riyadh,
184.63.131.40/29,AU,,Southbank,
184.63.131.48/29,AE,,Dubai,
184.63.131.56/29,CL,,Santiago,
184.63.131.64/29,CA,,St. John's,
190.98.181.0/24,BR,,Brasilia,
198.45.242.0/28,GY,,Georgetown,
198.45.242.16/28,GY,,Georgetown,
198.45.242.32/28,HN,,Tegucigalpa,
198.45.242.48/28,HN,,Tegucigalpa,
198.45.242.64/28,GT,,Ciudad de Guatemala,
198.45.242.80/28,GT,,Ciudad de Guatemala,
198.45.242.96/27,CO,,Bogota,
198.45.242.128/26,PE,,Lima,
198.45.242.192/26,PE,,Lima,
198.45.243.0/27,CO,,Bogota,
198.45.244.0/28,PG,,Port Moresby National Capital District,
198.45.244.16/29,KR,,Seoul,
198.45.244.32/29,HK,,Hong Kong,
198.45.244.56/29,AU,,Southbank,
198.45.244.64/29,SA,,Riyadh,
198.45.244.72/29,MX,,Miguel Hidalgo - Ciudad de Mexico,
198.45.244.80/28,AU,,Southbank,
198.45.244.96/29,CL,,Santiago,
198.45.244.104/29,CA,,St. John's,
198.45.244.112/29,JO,,Amman,
198.45.244.120/29,PL,,Warszawa,
198.45.244.128/29,IL,,Tel Aviv,
198.45.244.136/29,IT,,Torino,
198.45.244.144/29,NL,,Amsterdam,
198.45.245.224/27,AZ,,Baki,
198.45.250.0/28,PL,,Warszawa,
198.45.250.16/28,CL,,Santiago,
198.45.250.32/28,CA,,St. John's,
213.209.180.128/26,NL,,Amsterdam,
213.209.180.192/26,NL,,Amsterdam,
213.209.181.0/26,NL,,Amsterdam,
213.209.183.0/26,MX,,Miguel Hidalgo - Ciudad de Mexico,
